Country,Species,Common,Code,L_inf,k,t0,M,Wa,Wb,m50,m95
Philippines,Naso vlamingii,Bignose unicornfish,NASOVL,"Choat JH & DR Robertson (2002) Age-based studies on coral reef fishes. In PF Sale (ed.) Coral reef fishes: dynamics and diversity in a complex ecosystem. Elsevier Science Academic Press, San Diego, CA. pp. 57-80.","Choat JH & DR Robertson (2002) Age-based studies on coral reef fishes. In PF Sale (ed.) Coral reef fishes: dynamics and diversity in a complex ecosystem. Elsevier Science Academic Press, San Diego, CA. pp. 57-80.","Choat JH & DR Robertson (2002) Age-based studies on coral reef fishes. In PF Sale (ed.) Coral reef fishes: dynamics and diversity in a complex ecosystem. Elsevier Science Academic Press, San Diego, CA. pp. 57-80.","Choat JH & DR Robertson (2002) Age-based studies on coral reef fishes. In PF Sale (ed.) Coral reef fishes: dynamics and diversity in a complex ecosystem. Elsevier Science Academic Press, San Diego, CA. pp. 57-80.","Choat JH & LM Axe (1996) Growth and longevity in acanthurid fishes: an analysis of otolith increments. Marine Ecology Progress Series, 134, 15-26.
","Choat JH & LM Axe (1996) Growth and longevity in acanthurid fishes: an analysis of otolith increments. Marine Ecology Progress Series, 134, 15-26.
","Choat JH & DR Robertson (2002) Age-based studies on coral reef fishes. In PF Sale (ed.) Coral reef fishes: dynamics and diversity in a complex ecosystem. Elsevier Science Academic Press, San Diego, CA. pp. 57-80.",Incofish equation.
Philippines,Nemipterus peronii,Notched threadfin bream,NEGAPE,"Sainsbury KJ & AW Whitelaw (1984) Biology of Peron's threadfin bream, Nemipterus peronii (Valenciennes), from the north west shelf of Australia. Australian Journal of Marine and Freshwater Research, 35, 167-185.","Sainsbury KJ & AW Whitelaw (1984) Biology of Peron's threadfin bream, Nemipterus peronii (Valenciennes), from the north west shelf of Australia. Australian Journal of Marine and Freshwater Research, 35, 167-185.","Sainsbury KJ & AW Whitelaw (1984) Biology of Peron's threadfin bream, Nemipterus peronii (Valenciennes), from the north west shelf of Australia. Australian Journal of Marine and Freshwater Research, 35, 167-185.","Sainsbury KJ & AW Whitelaw (1984) Biology of Peron's threadfin bream, Nemipterus peronii (Valenciennes), from the north west shelf of Australia. Australian Journal of Marine and Freshwater Research, 35, 167-185.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Sainsbury KJ & AW Whitelaw (1984) Biology of Peron's threadfin bream, Nemipterus peronii (Valenciennes), from the north west shelf of Australia. Australian Journal of Marine and Freshwater Research, 35, 167-185.",Incofish equation.
Philippines,Octopus cyanea,Day Octopus,OCTOCY,"Herwig JN, M Depczynski, JD Roberts, et al. (2012) Using age-based life history data to investigate the life cycle and vulnerability of Octopus cyanea. PLoS ONE, 7(8), e43679.","Herwig JN, M Depczynski, JD Roberts, et al. (2012) Using age-based life history data to investigate the life cycle and vulnerability of Octopus cyanea. PLoS ONE, 7(8), e43679.","Herwig JN, M Depczynski, JD Roberts, et al. (2012) Using age-based life history data to investigate the life cycle and vulnerability of Octopus cyanea. PLoS ONE, 7(8), e43679.","Herwig JN, M Depczynski, JD Roberts, et al. (2012) Using age-based life history data to investigate the life cycle and vulnerability of Octopus cyanea. PLoS ONE, 7(8), e43679.","Guard M & YC Mgaya (2002) The artisanal fishery for Octopus cyanea Gray in Tanzania. Ambio, 31(7/8), 528-536.","Guard M & YC Mgaya (2002) The artisanal fishery for Octopus cyanea Gray in Tanzania. Ambio, 31(7/8), 528-536.","Herwig JN, M Depczynski, JD Roberts, et al. (2012) Using age-based life history data to investigate the life cycle and vulnerability of Octopus cyanea. PLoS ONE, 7(8), e43679.",NA
Philippines,Octopus vulgaris,Common Octopus,OCTOVU,"Jabeur C, T Nouira, W Khoufi, DS Mosbahi, & S Ezzeddine-Najai (2012) Age and growth of Octopus vulgaris CUvier, 1797, along the east coast of Tunisia. Journal of Shellfish Research, 31(1), 119-124.","Jabeur C, T Nouira, W Khoufi, DS Mosbahi, & S Ezzeddine-Najai (2012) Age and growth of Octopus vulgaris CUvier, 1797, along the east coast of Tunisia. Journal of Shellfish Research, 31(1), 119-124.","Jabeur C, T Nouira, W Khoufi, DS Mosbahi, & S Ezzeddine-Najai (2012) Age and growth of Octopus vulgaris CUvier, 1797, along the east coast of Tunisia. Journal of Shellfish Research, 31(1), 119-124.","Domain F, D Jouffre, & A Caveriviere (2000) Growth of Octopus vulgaris from tagging in Senegalese waters. Journal of the Marine Biological Association of the UK, 80(4), 699-705.","Jabeur C, T Nouira, W Khoufi, DS Mosbahi, & S Ezzeddine-Najai (2012) Age and growth of Octopus vulgaris CUvier, 1797, along the east coast of Tunisia. Journal of Shellfish Research, 31(1), 119-124.","Jabeur C, T Nouira, W Khoufi, DS Mosbahi, & S Ezzeddine-Najai (2012) Age and growth of Octopus vulgaris CUvier, 1797, along the east coast of Tunisia. Journal of Shellfish Research, 31(1), 119-124.","FAO (2016) Species fact sheets: Octopus vulgaris (Lamarck, 1798). FAO Fisheries and Aquaculture Department. Accessed 26 Jan 2016. http://www.fao.org/fishery/species/3571/en",NA
Philippines,Panulirus versicolor,Blue or Painted spiny lobster,PANUVE,"Frisch AJ (2007) Growth and reproduction of the painted spiny lobster (Panulirus versicolor) on the Great Barrier Reef (Australia). Fisheries Research, 85, 61-67.","Frisch AJ (2007) Growth and reproduction of the painted spiny lobster (Panulirus versicolor) on the Great Barrier Reef (Australia). Fisheries Research, 85, 61-67.","Frisch AJ (2007) Growth and reproduction of the painted spiny lobster (Panulirus versicolor) on the Great Barrier Reef (Australia). Fisheries Research, 85, 61-67.","Frisch AJ & JPA Hobbs (2012) Demography, fishery yield and potential management strategies of painted spiny lobster (Panulirus versicolor) at Northwest Island, Great Barrier Reef, Australia. Marine and Freshwater Research, 63(5), 387-396.","Frisch AJ & JPA Hobbs (2012) Demography, fishery yield and potential management strategies of painted spiny lobster (Panulirus versicolor) at Northwest Island, Great Barrier Reef, Australia. Marine and Freshwater Research, 63(5), 387-396.","Frisch AJ & JPA Hobbs (2012) Demography, fishery yield and potential management strategies of painted spiny lobster (Panulirus versicolor) at Northwest Island, Great Barrier Reef, Australia. Marine and Freshwater Research, 63(5), 387-396.","Frisch AJ (2007) Population biology and fishery ecology of the painted crayfish, Panulirus versicolor, on the Great Barrier Reef. PhD thesis, James Cook University. pp. 147.",Incofish equation.
Philippines,Photopectoralis bindus,Orangefin ponyfish,PHOTBI,"Cabanban AS (1991) The dynamics of leiognathidae in a tropical demersal ichthyofaunal community. PhD thesis, James Cook University. pp. 262.","Cabanban AS (1991) The dynamics of leiognathidae in a tropical demersal ichthyofaunal community. PhD thesis, James Cook University. pp. 262.","Cabanban AS (1991) The dynamics of leiognathidae in a tropical demersal ichthyofaunal community. PhD thesis, James Cook University. pp. 262.","Loychuen K, A Kongprom, W Wungkhahart, & S Hoimuk (2010) Stock assessment of orangefin ponyfish, Photopectoralis bindus (Valenciennes, 1835), along the Andaman Sea Coast of Thailand. Technical Paper No. 7/2010. Marine Fisheries Research and Development Bureau, Department of Fisheries, Ministry of Agriculture and Cooperatives. pp. 31.","Letourneur Y, M Kulbicki, & P Labrosse (1998) Length-weight relationships of fish from coral reefs and lagoons of New Caledonia, southwestern Pacific Ocean: an update. Naga ICLARM Quarterly, 21(4), 39-46.","Letourneur Y, M Kulbicki, & P Labrosse (1998) Length-weight relationships of fish from coral reefs and lagoons of New Caledonia, southwestern Pacific Ocean: an update. Naga ICLARM Quarterly, 21(4), 39-46.","Balan V (1963) Biology of the silver belly, Leiognathus bindus (Val). of the Calicut coast. Indian Journal of Fisheries, 10A(1), 118-134.",Incofish equation.
Philippines,Plectropomus leopardus,Leopard coral grouper,PLECLE,"Mamauag SS, TJ Donaldson, VR Pratt, & B McCullough (2000) Age and size structure of the leopard coral grouper, Plectropomus leopardus (Serranidae: Epinephelinae), in the live reef fish trade of the Philippines. Proceedings of the 9th International Coral Reef Symposium, Bali, Indonesia 23-27 October 2000, Vol. 1. pp. 649-655.","Mamauag SS, TJ Donaldson, VR Pratt, & B McCullough (2000) Age and size structure of the leopard coral grouper, Plectropomus leopardus (Serranidae: Epinephelinae), in the live reef fish trade of the Philippines. Proceedings of the 9th International Coral Reef Symposium, Bali, Indonesia 23-27 October 2000, Vol. 1. pp. 649-655.","Mamauag SS, TJ Donaldson, VR Pratt, & B McCullough (2000) Age and size structure of the leopard coral grouper, Plectropomus leopardus (Serranidae: Epinephelinae), in the live reef fish trade of the Philippines. Proceedings of the 9th International Coral Reef Symposium, Bali, Indonesia 23-27 October 2000, Vol. 1. pp. 649-655.","Mamauag SS, TJ Donaldson, VR Pratt, & B McCullough (2000) Age and size structure of the leopard coral grouper, Plectropomus leopardus (Serranidae: Epinephelinae), in the live reef fish trade of the Philippines. Proceedings of the 9th International Coral Reef Symposium, Bali, Indonesia 23-27 October 2000, Vol. 1. pp. 649-655.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Russell M (2006) Leopard coralgrouper (Plectropomus leopardus) management in the Great Barrier Reef Marine Park, Australia. SPC Live Reef Fish Information Bulletin #16, December 2006, 10-12.",Incofish equation.
Philippines,Portunus pelagicus,Blue Swimming Crab,PORTPE,"de Lestang S, NG Hall, & IC Potter (2003) Do the age compositions and growth of the crab Portunus pelagicus in marine embayments and estuaries differ? Journal of the Marine Biological Association of the United Kingdom, 83, 971-978.","de Lestang S, NG Hall, & IC Potter (2003) Do the age compositions and growth of the crab Portunus pelagicus in marine embayments and estuaries differ? Journal of the Marine Biological Association of the United Kingdom, 83, 971-978.","de Lestang S, NG Hall, & IC Potter (2003) Do the age compositions and growth of the crab Portunus pelagicus in marine embayments and estuaries differ? Journal of the Marine Biological Association of the United Kingdom, 83, 971-978.","Dineshbabu AP, B Shridhara, & Y Muniyappa (2008) Biology and exploitation of the blue swimmer crab, Portunus pelagicus, from south Karnataka coast, India. Indian J. Fish., 55(3), 215-220.","Kangas MI (2000) Synopsis of the biology and exploitation of the blue swimmer crab, Portunus pelagicus Linnaeus, in Western Australia. Fisheries Research Division, Western Australia. Fisheries Research Report 121, 1-22.","Kangas MI (2000) Synopsis of the biology and exploitation of the blue swimmer crab, Portunus pelagicus Linnaeus, in Western Australia. Fisheries Research Division, Western Australia. Fisheries Research Report 121, 1-22.","Xiao Y & M Kumar (2004) Sex ratio, and probability of sexual maturity of females at size, of the blue swimmer crab, Portunus pelagicus Linneaus, off southern Australia. Fisheries Research, 68, 271-282.","Xiao Y & M Kumar (2004) Sex ratio, and probability of sexual maturity of females at size, of the blue swimmer crab, Portunus pelagicus Linneaus, off southern Australia. Fisheries Research, 68, 271-282."
Philippines,Rastrelliger kanagurta,Indian Mackerel,RASTKA,"Guanco MR (1991) Growth and mortality of indian mackerel, Rastrelliger kanagurta (Scombridae) in the Visayas Sea, Central Philippines. Fishbyte ICLARM, 9, 13-15.","Guanco MR (1991) Growth and mortality of indian mackerel, Rastrelliger kanagurta (Scombridae) in the Visayas Sea, Central Philippines. Fishbyte ICLARM, 9, 13-15.","Guanco MR (1991) Growth and mortality of indian mackerel, Rastrelliger kanagurta (Scombridae) in the Visayas Sea, Central Philippines. Fishbyte ICLARM, 9, 13-15.","Guanco MR (1991) Growth and mortality of indian mackerel, Rastrelliger kanagurta (Scombridae) in the Visayas Sea, Central Philippines. Fishbyte ICLARM, 9, 13-15.","Rahman MM & A Hafzath (2012) Condition, length-weight relationship, sex ratio and gonadosomatic index of Indian mackerel (Rastrelliger kanagurta) captured from Kuantan coastal water. Journal of Biological Sciences, 12: 426-432.","Rahman MM & A Hafzath (2012) Condition, length-weight relationship, sex ratio and gonadosomatic index of Indian mackerel (Rastrelliger kanagurta) captured from Kuantan coastal water. Journal of Biological Sciences, 12: 426-432.","Rohit P & AC Gupta (2004) Fishery, biology and stock of the Indian mackerel Rastrelliger kanagurta off Mangalore-Malpe in Karnataka, India. Journal of the Marine Biological Association of India, 46(2), 185-191.",NA
Philippines,Scarus ghobban,Blue-eyed Parrotfish,SCARGH,"Sabetian A (2010) Parrotfish fisheries and population dynamics: a case-study from Solomon Islands. PhD Thesis, James Cook University. pp. 227.","Sabetian A (2010) Parrotfish fisheries and population dynamics: a case-study from Solomon Islands. PhD Thesis, James Cook University. pp. 227.","Sabetian A (2010) Parrotfish fisheries and population dynamics: a case-study from Solomon Islands. PhD Thesis, James Cook University. pp. 227.",Choat JH (2015) Scarus ghobban. The IUCN Red List of Threatened Species 2015: e.T190705A57136949. Accessed 26 January 2016.,"Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Bejarano S, Y Golbuu, T Sapolu, & PJ Mumby (2013) Ecological risk and the exploitation of herbivorous reef fish across Micronesia. Marine Ecology Progress Series, 482, 197-215.",Incofish equation.
Philippines,r,Lattice monocle bream,SCOLTA,"Ahmad ATB, MM Isa, MS Ismail, & S Yusof (2003) Status of demersal fishery resources of Malaysia. In G Silvestre, L Garces, I Stobutzki, et al. (eds.) Assessment, management and future directions for coastal fisheries in Asian countries. WorldFish Center Conference Proceedings 67. pp. 83-135.","Ahmad ATB, MM Isa, MS Ismail, & S Yusof (2003) Status of demersal fishery resources of Malaysia. In G Silvestre, L Garces, I Stobutzki, et al. (eds.) Assessment, management and future directions for coastal fisheries in Asian countries. WorldFish Center Conference Proceedings 67. pp. 83-135.","Ahmad ATB, MM Isa, MS Ismail, & S Yusof (2003) Status of demersal fishery resources of Malaysia. In G Silvestre, L Garces, I Stobutzki, et al. (eds.) Assessment, management and future directions for coastal fisheries in Asian countries. WorldFish Center Conference Proceedings 67. pp. 83-135.","Ahmad ATB, MM Isa, MS Ismail, & S Yusof (2003) Status of demersal fishery resources of Malaysia. In G Silvestre, L Garces, I Stobutzki, et al. (eds.) Assessment, management and future directions for coastal fisheries in Asian countries. WorldFish Center Conference Proceedings 67. pp. 83-135.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","FishBase (2014) Life history data on Scolopsis taenioptera, 
lattice monocle bream. Accessed 29 Jan 2016.",Incofish equation.
Philippines,Scomberomorus commerson,Narrow-banded Spanish mackerel,SCOMCO,"Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242.","Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242.","Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242.","Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242.","Mackie M, DJ Gaughan, & RC Buckworth (2003) Stock assessment of narrow-barred Spanish mackerel (Scomberomorus commerson) in Western Australia. FRDC Project No. 1999/151.pp. 242."
Philippines,Selar crumenophthalmus,Bigeye scad,SELACR,"Dalzell P & G Peñaflor (1989) The fisheries biology of the big-eye scad Selar crumenopthalmus (Bloch) in the Philippines. Asian Fisheries Science, (3), 115-131.","Dalzell P & G Peñaflor (1989) The fisheries biology of the big-eye scad Selar crumenopthalmus (Bloch) in the Philippines. Asian Fisheries Science, (3), 115-131.","Dalzell P & G Peñaflor (1989) The fisheries biology of the big-eye scad Selar crumenopthalmus (Bloch) in the Philippines. Asian Fisheries Science, (3), 115-131.","Adeeb S, N Fadzly, & AMRM Sah (2014) Population dynamics of bigeye scad, Selar crumenophthalmus in Bangaa Faru, Maldives. Journal of Marine Biology and Oceanography, 3(3).","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Roos D, O Roux, & F Conand (2007) Notes on the biology of the bigeye scad, Selar crumenophthalmus (Carangidae) around Reunion Island, southwest Indian Ocean. Scientia Marina, 71(1), 137-144.",Incofish equation.
Philippines,Selaroides leptolepis,Yellowstripe Scad,SELALE,"Dwiponggo A, T Hariati, S Banon, MLD Palomares, & D Pauly (1986) Growth, mortality and recruitment of commercially important fishes and penaeid shrimps in Indonesian waters. ICLARM Technical Report, 17, pp. 91.","Dwiponggo A, T Hariati, S Banon, MLD Palomares, & D Pauly (1986) Growth, mortality and recruitment of commercially important fishes and penaeid shrimps in Indonesian waters. ICLARM Technical Report, 17, pp. 91.","Dwiponggo A, T Hariati, S Banon, MLD Palomares, & D Pauly (1986) Growth, mortality and recruitment of commercially important fishes and penaeid shrimps in Indonesian waters. ICLARM Technical Report, 17, pp. 91.","Dwiponggo A, T Hariati, S Banon, MLD Palomares, & D Pauly (1986) Growth, mortality and recruitment of commercially important fishes and penaeid shrimps in Indonesian waters. ICLARM Technical Report, 17, pp. 91.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Reuben S, HM Kasim, S Sivakami, et al. (1992) Fishery, biology and stock assessment of carangid resources from the Indian seas. Indian Journal of Fisheries, 39(3,4), 195-234.",Incofish equation.
Philippines,Siganus argenteus,Streamlined spinefoot,SIGAAR,"Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","FishBase (2014) Life history data on Siganus argenteus, streamlined spinefoot. Accessed 26 Jan 2016.",Incofish equation.
Philippines,Siganus canaliculatus,White spotted spinefoot,SIGACA,"Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Kitalong AH & P Dalzell (1994) A preliminary assessment of the status of inshore coral reef fish stocks in Palau. Inshore Fisheries Research Project Technical Document No. 6, South Pacific Commission, Noumea, New Caledonia. pp. 37.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Yanagawa H (1994) Length-weight relationship of Gulf of Thailand fishes. Naga ICLARM Quarterly, 17(4), 48-52.","Wassef EA & HA Abdul Hady (1997) Breeding biology of rabbitfish Siganus canaliculatus (Siganidae) in mid Arabian Gulf. Fisheries Research, 33(1-3), 159-166.",Incofish equation.
Philippines,Sphyraena flavicauda,Yellowtail Barracuda,SPHYFL,"Apostolidis C & KI Stergiou (2014) Estimation of growth parameters from published data for several Mediterranean fishes. Journal of Applied Ichthyology, 30, 189-194. Citing Allam et al. 2004 data.","Apostolidis C & KI Stergiou (2014) Estimation of growth parameters from published data for several Mediterranean fishes. Journal of Applied Ichthyology, 30, 189-194. Citing Allam et al. 2004 data.","Apostolidis C & KI Stergiou (2014) Estimation of growth parameters from published data for several Mediterranean fishes. Journal of Applied Ichthyology, 30, 189-194. Citing Allam et al. 2004 data.","FishBase (2014) Life history data on Sphyraena flavicauda, yellowtail barracuda. Accessed 26 January 2016.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","FishBase (2014) Life history data on Sphyraena flavicauda, yellowtail barracuda. Accessed 26 January 2016.",Incofish equation.
Philippines,Trichiurus lepturus,Largehead hairtail/beltfish,TRICLE,"Ingles J & D Pauly (1984) An atlas of the growth, mortality and recruitment of Philippines fishes. ICLARM Technical Report 13. International Center for Living Aquatic Resources Management, Manila, Philippines. pp. 127.","Ingles J & D Pauly (1984) An atlas of the growth, mortality and recruitment of Philippines fishes. ICLARM Technical Report 13. International Center for Living Aquatic Resources Management, Manila, Philippines. pp. 127.","Ingles J & D Pauly (1984) An atlas of the growth, mortality and recruitment of Philippines fishes. ICLARM Technical Report 13. International Center for Living Aquatic Resources Management, Manila, Philippines. pp. 127.","Ingles J & D Pauly (1984) An atlas of the growth, mortality and recruitment of Philippines fishes. ICLARM Technical Report 13. International Center for Living Aquatic Resources Management, Manila, Philippines. pp. 127.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kwok KY & IH Ni (1999) Reproduction of cutlassfishes Trichiurus spp. from the South China Sea. Marine Ecology Progress Series, 176, 39-47.",Incofish equation.
Philippines,Xiphias gladius,Swordfish,XIPHGL,"Molony, B., 2008. Fisheries biology and ecology of highly migratory species that commonly interact with industrialized longline and purse-seine fisheries in the western and central Pacific Ocean. Western and Central Pacific Fisheries Commission, WCPFC-SC4-2008/EB-IP-6. 228 p. Data from Davies et al. 2006.","Molony, B., 2008. Fisheries biology and ecology of highly migratory species that commonly interact with industrialized longline and purse-seine fisheries in the western and central Pacific Ocean. Western and Central Pacific Fisheries Commission, WCPFC-SC4-2008/EB-IP-6. 228 p. Data from Davies et al. 2006.","Molony, B., 2008. Fisheries biology and ecology of highly migratory species that commonly interact with industrialized longline and purse-seine fisheries in the western and central Pacific Ocean. Western and Central Pacific Fisheries Commission, WCPFC-SC4-2008/EB-IP-6. 228 p. Data from Davies et al. 2006.","Molony, B., 2008. Fisheries biology and ecology of highly migratory species that commonly interact with industrialized longline and purse-seine fisheries in the western and central Pacific Ocean. Western and Central Pacific Fisheries Commission, WCPFC-SC4-2008/EB-IP-6. 228 p. Kolody et al. 2006a estimates.","Setyadji B, Jumariadi, & B Nugraha (2012) Catch estimation and size distribution of billfishes landed in port of Benoa, Bali. Indonesian Fisheries Research Journal, 18(1), 35-40.

","Setyadji B, Jumariadi, & B Nugraha (2012) Catch estimation and size distribution of billfishes landed in port of Benoa, Bali. Indonesian Fisheries Research Journal, 18(1), 35-40.

","Wang SP, SL Sun, & SZ Yeh (2003) Sex ratios and sexual maturity of swordfish (Xiphias gladius L.) in the waters of Taiwan. Zoological Studies, 42(4), 529-539.",Incofish equation.
Philippines,Zebrasoma flavescens,Yellow Tang,ZEBRFL,"Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.","Claisse JT, M Kienzle, ME Bushnell, DJ Shafer, & JD Parrish (2009) Habitat- and sex-specific life history patterns of yellow tang Zebrasoma flavescens in Hawaii, USA. Marine Ecology Progress Series, 389, 245-255.",Incofish equation.
Indonesia,Bolbometopon muricatum,Bumphead Parrotfish,BOLBMU,"Couture, E., Chauvet, C., 1994. Growth of the green humphead parrotfish (Bolbometopon muricatum) and its exploitation in New Caledonia.","Couture, E., Chauvet, C., 1994. Growth of the green humphead parrotfish (Bolbometopon muricatum) and its exploitation in New Caledonia.","Couture, E., Chauvet, C., 1994. Growth of the green humphead parrotfish (Bolbometopon muricatum) and its exploitation in New Caledonia.","Randall, J.E., Allen, G.R., and Steene, R.., 1990. Fishes of the Great Barrier Reef and Coral Sea [WWW Document]. Univ. Hawaii Press. Honolulu, Hawaii. URL http://www.reefbase.org/resource_center/publication/pub_9302.aspx (accessed 2.4.16).","Froese, R., Thorson, J.T., Reyes, R.B., 2014. A Bayesian approach for estimating length-weight relationships in fishes. J. Appl. Ichthyol. 30, 78–85. doi:10.1111/jai.12299","Froese, R., Thorson, J.T., Reyes, R.B., 2014. A Bayesian approach for estimating length-weight relationships in fishes. J. Appl. Ichthyol. 30, 78–85. doi:10.1111/jai.12299","Hamilton, R.J., Adams, S., Choat, J.H., 2007. Sexual development and reproductive demography of the green humphead parrotfish (Bolbometopon muricatum) in the Solomon Islands. Coral Reefs 27, 153–163. doi:10.1007/s00338-007-0304-0",Incofish equation: M95=M50*1.14.
